agent_id,charge_off_within_3_months,charge_off_within_6_months,charge_off_within_9_months,charge_off_within_12_months,credit_balance_mean,credit_balance_max,credit_balance_last,credit_utilization_mean,credit_utilization_max,credit_utilization_last,interest_rate_mean,interest_rate_last,current_missed_payments_sum,current_missed_payments_max,current_missed_payments_last,timestamp_diff,amount_sum_x,amount_mean_x,amount_max_x,amount_min,amount_count_x,amount_last,payment_frequency,amount_sum_y,amount_mean_y,amount_max_y,amount_count_y,online_sum,online_mean,Misc,Retail,Business,Clothing,Agricultural,Contractor,Transportation,Utility,Professional,approved_count,declined_count
10849,0,0,0,0,121.8082756045237,598.0782756045237,160.75827560452353,0.03025609756097561,0.121,0.032,0.2282093379012197,0.2282093379012197,0,0,0,81,2422.7599999999998,242.27599999999998,597.67,26.6,10.0,172.8,0.13513513513513514,2017.08,24.90222222222222,107.45,81.0,35.0,0.43209876543209874,57.0,1.0,1.0,4.0,1.0,0.0,7.0,4.0,6.0,81.0,0.0
10851,0,0,0,0,1024.5726699189258,1981.0827918701448,120.56279187014526,0.593890243902439,0.991,0.06,0.1533255991051186,0.1533255991051186,0,0,0,81,13374.74,1337.474,1951.53,337.76,10.0,370.63,0.12345679012345678,25302.71,225.91705357142857,591.81,112.0,58.0,0.5178571428571429,27.0,7.0,23.0,9.0,15.0,12.0,6.0,6.0,7.0,58.0,54.0
10853,0,0,0,0,1642.9303885573743,2995.750632459813,28.87063245981267,0.5796341463414634,0.999,0.645,0.21371766011470164,0.2137176601147016,0,0,0,81,5969.139999999999,1492.2849999999999,2951.06,771.78,4.0,2951.06,0.0975609756097561,9036.48,123.78739726027396,289.45,73.0,28.0,0.3835616438356164,16.0,4.0,6.0,7.0,7.0,11.0,8.0,11.0,3.0,60.0,13.0
10854,0,0,0,0,860.0695789709306,979.8500667758086,959.2900667758092,0.886329268292683,0.98,0.959,0.1887169620662821,0.1887169620662821,0,0,0,81,2141.97,428.39399999999995,455.88,373.31,5.0,431.73,0.0684931506849315,14835.82,138.65252336448597,289.45,107.0,46.0,0.42990654205607476,41.0,11.0,11.0,4.0,5.0,14.0,6.0,13.0,2.0,23.0,84.0
10855,0,0,0,0,1251.6680547100416,1973.837201051505,1973.837201051505,0.6805365853658537,0.987,0.987,0.2188997870670721,0.2188997870670721,0,0,0,81,8965.44,1120.68,1938.39,298.2,8.0,1938.39,0.16326530612244897,28525.629999999997,226.39388888888888,591.81,126.0,58.0,0.4603174603174603,37.0,14.0,36.0,8.0,10.0,8.0,5.0,4.0,4.0,50.0,76.0
10856,0,0,0,0,1677.9072575762252,1975.657745381104,1968.197745381103,0.8659268292682927,0.988,0.984,0.1646526188219934,0.1646526188219934,20,1,1,81,4428.29,885.658,1175.3,643.67,5.0,816.46,0.38461538461538464,36125.63,220.27823170731705,591.81,164.0,83.0,0.5060975609756098,44.0,18.0,37.0,16.0,17.0,7.0,14.0,6.0,5.0,27.0,137.0
10857,0,0,0,0,1148.4445065221635,1961.3674333514332,493.2474333514333,0.39007317073170733,0.657,0.164,0.1586588680701038,0.1586588680701038,4,1,0,81,1775.37,887.685,1171.94,603.43,2.0,603.43,0.2,1657.24,20.459753086419752,107.45,81.0,44.0,0.5432098765432098,63.0,4.0,0.0,5.0,2.0,0.0,1.0,4.0,2.0,81.0,0.0
10858,0,0,0,0,2211.50919495898,6231.1322437394665,3891.312243739468,0.23924390243902438,0.623,0.389,0.236818467652505,0.236818467652505,0,0,0,81,14825.32,2965.064,6138.19,300.2,5.0,6138.19,0.09259259259259259,18093.96,234.9864935064935,591.81,77.0,40.0,0.5194805194805194,20.0,10.0,14.0,2.0,10.0,4.0,9.0,6.0,2.0,77.0,0.0
10859,0,0,0,0,893.4350626966884,1979.0309163552247,1953.1409163552248,0.472280487804878,0.99,0.977,0.1546720574826274,0.1546720574826274,0,0,0,81,4185.48,837.0959999999999,1177.31,302.43,5.0,957.03,0.10416666666666667,11258.539999999999,118.51094736842104,591.81,95.0,42.0,0.4421052631578947,51.0,8.0,8.0,5.0,7.0,3.0,4.0,6.0,3.0,76.0,19.0
10860,0,0,0,0,764.8367469182763,1551.354429845106,75.18442984510654,0.16,0.323,0.015,0.1641650671375823,0.1641650671375823,0,0,0,81,2883.38,480.56333333333333,750.93,130.58,6.0,669.33,0.07692307692307693,2647.4,32.683950617283955,107.45,81.0,34.0,0.41975308641975306,49.0,6.0,4.0,9.0,2.0,0.0,6.0,1.0,4.0,81.0,0.0
10865,0,0,0,0,465.85954535083016,2811.1641794971715,1196.9841794971712,0.1742317073170732,0.975,0.399,0.2001242668273316,0.2001242668273316,0,0,0,81,4656.9,582.1125,2881.86,79.47,8.0,2881.86,0.14814814814814814,5230.09,64.56901234567901,591.81,81.0,42.0,0.5185185185185185,52.0,3.0,6.0,10.0,2.0,2.0,2.0,2.0,2.0,81.0,0.0
10866,0,0,0,0,2842.1701336156507,4810.324645810776,4810.324645810776,0.28835365853658534,0.481,0.481,0.2219506649067893,0.2219506649067893,0,0,0,81,3378.21,1126.07,1339.52,905.98,3.0,1132.71,0.25,7663.88,107.94197183098592,289.45,71.0,36.0,0.5070422535211268,27.0,8.0,3.0,8.0,4.0,7.0,6.0,8.0,0.0,71.0,0.0
10867,0,0,0,0,2199.8462876378926,3883.475677881794,1641.785677881794,0.4574024390243902,0.8,0.328,0.1917879282359815,0.1917879282359815,0,0,0,81,7162.18,2387.3933333333334,3942.01,1389.31,3.0,3942.01,0.0625,8138.25,116.26071428571429,289.45,70.0,38.0,0.5428571428571428,13.0,3.0,4.0,7.0,5.0,12.0,11.0,10.0,5.0,70.0,0.0
10868,0,0,0,0,235.92699612994517,769.7315083250671,308.9815083250669,0.026865853658536585,0.078,0.031,0.2270852784297972,0.2270852784297972,0,0,0,81,2675.43,445.905,766.76,173.13,6.0,173.13,0.09523809523809523,2512.53,31.018888888888892,107.45,81.0,35.0,0.43209876543209874,54.0,7.0,2.0,7.0,3.0,0.0,5.0,1.0,2.0,81.0,0.0
10869,0,0,1,1,714.866893687468,990.938113199663,967.4281131996632,0.7853658536585366,0.991,0.967,0.1927632514578436,0.1927632514578436,0,0,0,81,5786.24,826.6057142857143,976.16,291.92,7.0,872.77,0.12280701754385964,36715.26,218.5432142857143,591.81,168.0,81.0,0.48214285714285715,37.0,22.0,47.0,13.0,21.0,7.0,9.0,9.0,3.0,35.0,133.0
10870,0,0,0,0,1837.1271335235501,1972.604450596721,1969.534450596721,0.9286707317073171,0.986,0.985,0.1710771939896845,0.1710771939896845,3,1,0,81,1688.02,844.01,917.76,770.26,2.0,917.76,0.03225806451612903,41350.299999999996,224.7298913043478,591.81,184.0,84.0,0.45652173913043476,48.0,28.0,51.0,13.0,16.0,8.0,13.0,2.0,5.0,14.0,170.0
10871,0,0,0,0,1275.175114327953,4109.609382620635,16.81938262063636,0.2870731707317073,0.878,0.003,0.1720608398431011,0.1720608398431011,0,0,0,81,13145.050000000001,1877.8642857142859,4325.74,297.15,7.0,1110.98,0.08860759493670886,12532.06,179.02942857142855,509.9,70.0,28.0,0.4,22.0,5.0,18.0,6.0,5.0,4.0,5.0,3.0,2.0,70.0,0.0
10872,0,0,0,0,2853.712042545032,2981.319603520642,2981.319603520642,0.9514390243902439,0.994,0.994,0.1748966523383989,0.1748966523383989,20,1,1,81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37304.18,218.15309941520468,591.81,171.0,75.0,0.43859649122807015,40.0,23.0,37.0,10.0,17.0,8.0,17.0,13.0,6.0,11.0,160.0
10873,0,0,0,0,916.9331895587596,995.6735554124182,497.2935554124181,0.944451219512195,0.996,0.93,0.182244502272519,0.182244502272519,0,0,0,81,1818.25,454.5625,463.24,449.77,4.0,451.08,0.07407407407407407,38481.43,211.43642857142856,591.81,182.0,94.0,0.5164835164835165,39.0,22.0,47.0,16.0,13.0,12.0,16.0,10.0,7.0,15.0,167.0
10875,0,0,0,0,885.7044173382282,985.412710021155,860.7227100211551,0.91,0.985,0.861,0.221989217128262,0.221989217128262,15,1,0,81,2007.88,501.97,580.72,413.24,4.0,458.47,0.06153846153846154,15039.02,131.92122807017543,289.45,114.0,62.0,0.543859649122807,28.0,9.0,13.0,13.0,12.0,11.0,12.0,9.0,7.0,17.0,97.0
10876,0,0,0,0,1066.4398961883953,2898.7580669201025,1329.6380669201026,0.12239024390243902,0.295,0.133,0.1686409815463779,0.1686409815463779,0,0,0,81,12909.63,1613.70375,2902.58,434.04,8.0,2402.19,0.11764705882352941,13652.73,172.81936708860758,591.81,79.0,33.0,0.4177215189873418,20.0,7.0,18.0,9.0,6.0,5.0,4.0,9.0,1.0,79.0,0.0
10878,0,0,0,0,1759.324590122593,1995.9123950006417,1571.5723950006422,0.8907439024390243,0.998,0.786,0.1559816088572311,0.1559816088572311,0,0,0,81,1824.8400000000001,912.4200000000001,928.61,896.23,2.0,896.23,0.046511627906976744,16742.23,133.93784,289.45,125.0,61.0,0.488,26.0,11.0,14.0,12.0,14.0,12.0,15.0,16.0,5.0,21.0,104.0
10879,0,0,0,0,1205.2168141162904,2060.32205801873,1712.852058018732,0.40697560975609753,0.69,0.571,0.179450555027744,0.179450555027744,0,0,0,81,1283.99,641.995,962.59,321.4,2.0,962.59,0.045454545454545456,2598.7200000000003,32.08296296296297,107.45,81.0,41.0,0.5061728395061729,56.0,8.0,0.0,3.0,3.0,0.0,7.0,0.0,4.0,81.0,0.0
10880,0,0,0,0,3222.671421534871,4883.113616656826,4883.113616656826,0.3264756097560976,0.488,0.488,0.2135535861572656,0.2135535861572656,0,0,0,81,3483.62,1741.81,2164.06,1319.56,2.0,1319.56,0.4,7877.25,100.99038461538461,289.45,78.0,29.0,0.3717948717948718,30.0,3.0,6.0,5.0,7.0,6.0,12.0,6.0,3.0,78.0,0.0
10881,0,0,0,0,1145.1872399350286,1989.5227277399065,1899.4727277399063,0.6400853658536586,0.995,0.95,0.22012977951353022,0.2201297795135302,0,0,0,81,11056.31,1579.472857142857,1959.85,774.81,7.0,1261.95,0.1044776119402985,22541.37,212.65443396226414,591.81,106.0,58.0,0.5471698113207547,24.0,14.0,23.0,11.0,16.0,3.0,8.0,4.0,3.0,61.0,45.0
10882,0,0,0,0,1033.1478436592047,1660.24418512262,689.7541851226208,0.3521219512195122,0.556,0.23,0.154977442837172,0.154977442837172,0,0,0,81,1894.88,947.44,992.81,902.07,2.0,902.07,0.06896551724137931,2014.79,24.87395061728395,107.45,81.0,41.0,0.5061728395061729,62.0,2.0,1.0,3.0,4.0,0.0,5.0,2.0,2.0,81.0,0.0
10883,0,0,0,0,1393.1880377065586,1998.4771840480216,1936.827184048023,0.7309634146341464,0.999,0.968,0.2288882560715316,0.2288882560715316,0,0,0,81,5625.95,937.6583333333333,1188.88,354.74,6.0,1160.73,0.08695652173913043,11094.27,135.2959756097561,289.45,82.0,44.0,0.5365853658536586,29.0,9.0,6.0,5.0,2.0,8.0,9.0,11.0,3.0,54.0,28.0
10885,0,0,0,0,2902.4261742292674,5501.72617422927,5501.72617422927,0.2932073170731707,0.55,0.55,0.2028908479091204,0.2028908479091204,20,1,1,81,2425.94,808.6466666666666,1035.69,501.9,3.0,888.35,0.13636363636363635,7452.56,102.08986301369863,289.45,73.0,42.0,0.5753424657534246,33.0,8.0,3.0,5.0,6.0,6.0,4.0,5.0,3.0,73.0,0.0
10886,0,0,0,0,1802.9933874562983,1997.993997212396,1997.993997212396,0.9214878048780487,0.999,0.999,0.23674283563786727,0.2367428356378673,0,0,0,81,3296.41,1098.8033333333333,1175.81,954.31,3.0,1175.81,0.06521739130434782,38059.36,225.20331360946747,591.81,169.0,75.0,0.4437869822485207,45.0,22.0,40.0,13.0,16.0,12.0,8.0,8.0,5.0,23.0,146.0
10887,0,0,0,0,924.1183168353806,1941.0062436646508,1941.0062436646508,0.3105,0.647,0.647,0.159708863632618,0.159708863632618,20,1,1,81,596.19,298.095,340.04,256.15,2.0,340.04,0.09523809523809523,2106.62,26.007654320987655,107.45,81.0,39.0,0.48148148148148145,61.0,3.0,1.0,3.0,3.0,0.0,6.0,1.0,3.0,81.0,0.0
10888,0,0,0,0,446.51511455730326,1263.330480410962,1263.330480410962,0.17896341463414636,0.436,0.421,0.2248971770312649,0.2248971770312649,0,0,0,81,7412.08,823.5644444444445,1288.37,454.12,9.0,471.33,0.13846153846153847,8135.02,119.63264705882354,289.45,68.0,31.0,0.45588235294117646,21.0,2.0,5.0,1.0,8.0,13.0,6.0,11.0,1.0,68.0,0.0
10889,0,0,0,0,1060.3253683749317,2101.00134398469,2101.00134398469,0.21563414634146338,0.42,0.42,0.153332476497181,0.153332476497181,7,1,0,81,1464.48,732.24,1008.41,456.07,2.0,456.07,0.5,2964.37,36.59716049382716,591.81,81.0,38.0,0.4691358024691358,62.0,3.0,4.0,6.0,0.0,1.0,2.0,2.0,1.0,81.0,0.0
10890,0,0,0,0,1179.5836660915818,1946.230007554999,1946.230007554999,0.2376951219512195,0.389,0.389,0.1645744803724263,0.1645744803724263,0,0,0,81,720.03,720.03,720.03,720.03,1.0,720.03,1.0,2113.36,26.090864197530866,107.45,81.0,37.0,0.4567901234567901,58.0,4.0,1.0,6.0,5.0,0.0,2.0,2.0,3.0,81.0,0.0
10891,0,0,0,0,1799.975572107721,1996.99337698577,1996.99337698577,0.9054146341463415,0.998,0.998,0.154499104680839,0.154499104680839,20,1,1,81,920.08,920.08,920.08,920.08,1.0,920.08,1.0,11675.74,103.32513274336283,289.45,113.0,48.0,0.4247787610619469,45.0,7.0,7.0,8.0,8.0,13.0,12.0,9.0,4.0,22.0,91.0
10892,0,0,0,0,1753.1883384257349,1999.0333384257349,28.713338425734943,0.8997195121951219,1.0,0.963,0.2291755356896272,0.2291755356896272,0,0,0,81,1847.4499999999998,923.7249999999999,930.06,917.39,2.0,917.39,0.16666666666666666,14797.18,128.6711304347826,289.45,115.0,57.0,0.4956521739130435,27.0,10.0,7.0,16.0,9.0,13.0,10.0,20.0,3.0,23.0,92.0
10893,0,0,0,0,2483.5189230537444,4986.571240126915,9.551240126915104,0.5269268292682927,0.997,0.128,0.1662351373705854,0.1662351373705854,0,0,0,81,11802.74,1686.1057142857142,4912.19,120.33,7.0,188.74,0.1590909090909091,20206.52,190.62754716981132,591.81,106.0,62.0,0.5849056603773585,28.0,8.0,25.0,11.0,14.0,5.0,3.0,6.0,6.0,61.0,45.0
10894,0,0,0,0,1303.1062152353445,1993.3621908451005,1980.1721908451004,0.6957804878048781,0.997,0.99,0.2460176820433429,0.2460176820433429,0,0,0,81,7245.74,1035.1057142857142,1963.63,186.89,7.0,996.14,0.11666666666666667,28355.47,214.81416666666667,591.81,132.0,50.0,0.3787878787878788,32.0,17.0,38.0,10.0,17.0,5.0,5.0,5.0,3.0,47.0,85.0
10895,0,0,0,0,1116.9375768012046,2969.411479240229,2243.671479240229,0.40157317073170734,0.99,0.748,0.23972510832626737,0.2397251083262674,0,0,0,81,7186.78,898.3475,2925.12,115.3,8.0,115.3,0.12698412698412698,10178.4,139.43013698630136,289.45,73.0,34.0,0.4657534246575342,18.0,6.0,11.0,6.0,6.0,7.0,5.0,11.0,3.0,64.0,9.0
10897,0,0,0,0,4019.6257485065344,4964.080138750437,4957.760138750436,0.8113170731707318,0.993,0.992,0.2463361497378778,0.2463361497378778,0,0,0,81,2953.09,2953.09,2953.09,2953.09,1.0,2953.09,1.0,34556.34,224.39181818181817,591.81,154.0,68.0,0.44155844155844154,40.0,16.0,38.0,14.0,12.0,7.0,13.0,9.0,5.0,40.0,114.0
10898,0,0,0,0,1936.4096025356057,5612.85606595024,3787.98606595024,0.21389024390243905,0.577,0.379,0.174884708701283,0.174884708701283,0,0,0,81,16595.46,2074.4325,5687.51,57.66,8.0,572.96,0.11764705882352941,19623.14,245.28924999999998,591.81,80.0,31.0,0.3875,14.0,10.0,28.0,5.0,8.0,1.0,4.0,2.0,8.0,80.0,0.0
10899,0,0,0,0,1139.833505116491,2950.5907002384424,1868.9807002384423,0.4359878048780488,0.984,0.623,0.2311012210450781,0.2311012210450781,0,0,0,81,13803.54,1254.8672727272728,2906.58,171.79,11.0,1136.88,0.16417910447761194,20634.39,219.51478723404256,591.81,94.0,37.0,0.39361702127659576,27.0,8.0,27.0,5.0,8.0,4.0,4.0,8.0,3.0,72.0,22.0
10900,0,0,0,0,1618.906414196466,4233.201170294027,4065.311170294027,0.3582804878048781,0.87,0.813,0.1850520168691395,0.1850520168691395,0,0,0,81,14142.470000000001,1767.8087500000001,4282.68,133.0,8.0,623.89,0.13114754098360656,17574.97,219.687125,591.81,80.0,46.0,0.575,22.0,9.0,21.0,2.0,14.0,3.0,6.0,3.0,0.0,80.0,0.0
10901,0,0,0,0,223.03767756947877,799.440023248491,141.41002324849097,0.08383950617283951,0.269,0.047,0.2234761685939188,0.2234761685939188,0,0,0,80,2300.13,328.59000000000003,796.03,48.1,7.0,64.92,0.10144927536231885,1954.25,24.428125,107.45,80.0,36.0,0.45,57.0,5.0,1.0,7.0,1.0,0.0,3.0,3.0,3.0,80.0,0.0
10902,0,0,0,0,962.5853995616028,966.8198440060472,966.8198440060472,0.9627530864197531,0.967,0.967,0.2233936480994577,0.2233936480994577,19,1,1,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44851.68,207.64666666666668,591.81,216.0,103.0,0.47685185185185186,58.0,32.0,54.0,15.0,23.0,6.0,12.0,12.0,4.0,3.0,213.0
10903,0,0,0,0,2591.0081305308213,2989.82677250613,2965.59677250613,0.8768518518518519,0.997,0.989,0.2478250988047926,0.2478250988047926,0,0,0,80,3136.93,1045.6433333333332,1391.03,387.09,3.0,1391.03,0.05555555555555555,35340.62,225.09949044585989,591.81,157.0,78.0,0.4968152866242038,34.0,25.0,36.0,11.0,14.0,9.0,12.0,8.0,8.0,26.0,131.0
10905,0,0,0,0,500.6480267083183,1899.003335350293,1899.003335350293,0.26455555555555554,0.95,0.95,0.2431673924835789,0.2431673924835789,0,0,0,80,2296.8199999999997,328.1171428571428,866.56,68.5,7.0,68.5,0.1111111111111111,6717.41,77.2116091954023,591.81,87.0,51.0,0.5862068965517241,52.0,8.0,6.0,7.0,5.0,1.0,2.0,3.0,3.0,75.0,12.0
10906,0,0,0,0,127.43189839478127,398.3415280244109,165.8115280244108,0.15475308641975308,0.437,0.166,0.1501975053300702,0.1501975053300702,0,0,0,80,2214.3599999999997,201.30545454545452,430.95,30.13,11.0,207.2,0.1506849315068493,2026.3,25.32875,107.45,80.0,43.0,0.5375,57.0,3.0,3.0,7.0,4.0,0.0,2.0,3.0,1.0,80.0,0.0
10907,0,0,0,0,7171.248405821077,9994.585566314903,9994.585566314903,0.717,0.999,0.999,0.2228601291793443,0.2228601291793443,19,1,1,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29725.66,220.19007407407406,591.81,135.0,60.0,0.4444444444444444,37.0,20.0,30.0,11.0,10.0,6.0,10.0,6.0,5.0,47.0,88.0
10909,0,0,0,0,6866.311899214589,9981.915356004713,9981.915356004713,0.6876543209876543,0.998,0.998,0.21622753716704193,0.2162275371670419,19,1,1,80,863.5,863.5,863.5,863.5,1.0,863.5,1.0,25862.87,210.2672357723577,591.81,123.0,64.0,0.5203252032520326,34.0,19.0,29.0,13.0,8.0,5.0,8.0,4.0,3.0,52.0,71.0
10910,0,0,0,0,907.0331939099647,986.8222062556436,952.6922062556436,0.933716049382716,0.987,0.953,0.2417856520131038,0.2417856520131038,0,0,0,80,2149.4,429.88,459.12,351.9,5.0,443.97,0.09259259259259259,48004.65,237.64678217821782,591.81,202.0,99.0,0.4900990099009901,47.0,22.0,58.0,14.0,15.0,13.0,14.0,12.0,7.0,16.0,186.0
10911,0,0,0,0,1151.7061341540289,1630.6372452651406,1530.0672452651424,0.38703703703703707,0.546,0.51,0.216910706088791,0.216910706088791,0,0,0,80,762.68,762.68,762.68,762.68,1.0,762.68,1.0,1749.43,21.867875,107.45,80.0,37.0,0.4625,60.0,1.0,1.0,3.0,4.0,0.0,2.0,5.0,4.0,80.0,0.0
10912,0,0,1,1,1468.6686532870394,2679.4040853858046,1187.404085385805,0.4961358024691358,0.896,0.396,0.23857418101845973,0.2385741810184597,13,1,0,80,1599.1,1599.1,1599.1,1599.1,1.0,1599.1,1.0,2302.56,28.782,107.45,80.0,34.0,0.425,55.0,9.0,0.0,7.0,2.0,0.0,3.0,2.0,2.0,80.0,0.0
10913,0,0,0,0,1528.9808878056467,1998.221381632808,1998.221381632808,0.7906296296296296,0.999,0.999,0.1560673756184212,0.1560673756184212,0,0,0,80,4243.93,1060.9825,1159.72,777.55,4.0,777.55,0.10810810810810811,14276.61,132.19083333333333,289.45,108.0,45.0,0.4166666666666667,32.0,10.0,9.0,8.0,7.0,20.0,7.0,13.0,2.0,44.0,64.0
10914,0,0,0,0,440.3791834972441,1676.5320230034172,527.6920230034173,0.27427160493827163,0.889,0.264,0.1993043889877202,0.1993043889877202,0,0,0,80,8771.41,674.7238461538461,1750.62,19.23,13.0,456.89,0.18055555555555555,8710.5,131.97727272727272,289.45,66.0,35.0,0.5303030303030303,18.0,7.0,3.0,7.0,4.0,3.0,5.0,15.0,4.0,66.0,0.0
10916,0,0,0,0,1201.4554104240326,2953.168373386997,2953.168373386997,0.4024938271604938,0.984,0.984,0.2200443653870383,0.2200443653870383,19,1,1,80,493.64,493.64,493.64,493.64,1.0,493.64,1.0,5157.21,60.67305882352941,509.9,85.0,46.0,0.5411764705882353,55.0,5.0,5.0,5.0,4.0,0.0,7.0,1.0,3.0,78.0,7.0
10918,0,0,0,0,1009.9255590813143,1567.8485220442778,1342.308522044278,0.2052469135802469,0.315,0.268,0.1780105440636636,0.1780105440636636,0,0,0,80,1332.3899999999999,666.1949999999999,733.47,598.92,2.0,598.92,0.25,2082.5,26.03125,107.45,80.0,38.0,0.475,60.0,5.0,1.0,5.0,3.0,0.0,4.0,2.0,0.0,80.0,0.0
10919,0,0,0,0,1637.7736625096582,1965.3594649787944,1090.9394649787944,0.8571975308641975,0.983,0.545,0.1801393448805676,0.1801393448805676,0,0,0,80,6179.86,1029.9766666666667,1169.18,607.0,6.0,607.0,0.08333333333333333,35137.93,212.9571515151515,591.81,165.0,87.0,0.5272727272727272,45.0,22.0,42.0,11.0,14.0,4.0,11.0,11.0,5.0,33.0,132.0
10920,0,0,0,1,397.2191602934273,1514.8833578242911,251.25335782429116,0.044753086419753084,0.151,0.025,0.1877481184717986,0.1877481184717986,0,0,0,80,4084.34,680.7233333333334,1492.29,39.48,6.0,1492.29,0.09523809523809523,3651.56,46.22227848101266,430.96,79.0,37.0,0.46835443037974683,53.0,5.0,2.0,4.0,2.0,0.0,7.0,2.0,4.0,79.0,0.0
10921,0,0,1,1,773.8555728619364,972.025202491566,550.9452024915659,0.7911234567901235,0.972,0.551,0.2159534109622237,0.2159534109622237,0,0,0,80,1402.42,467.47333333333336,578.25,252.25,3.0,252.25,0.1875,13185.97,114.66060869565217,289.45,115.0,55.0,0.4782608695652174,40.0,10.0,11.0,11.0,12.0,7.0,5.0,12.0,7.0,29.0,86.0
10924,0,0,0,0,1769.5503723406564,1964.378026661644,1902.2480266616435,0.903925925925926,0.982,0.951,0.1987072952885068,0.1987072952885068,2,1,0,80,3124.64,781.16,913.93,689.76,4.0,700.69,0.058823529411764705,42034.97,229.69928961748636,591.81,183.0,85.0,0.4644808743169399,50.0,20.0,45.0,15.0,10.0,7.0,15.0,10.0,11.0,22.0,161.0
10925,0,0,0,0,778.9711516053633,1360.0206577782033,842.910657778203,0.0801111111111111,0.137,0.084,0.1890675559665134,0.1890675559665134,0,0,0,80,1817.69,605.8966666666666,814.21,334.98,3.0,334.98,0.08823529411764706,2043.64,25.5455,107.45,80.0,38.0,0.475,56.0,4.0,3.0,6.0,2.0,0.0,3.0,2.0,4.0,80.0,0.0
10927,0,0,0,0,716.3082084542798,973.6616652444033,954.8316652444032,0.7973827160493826,0.974,0.955,0.1529179712813166,0.1529179712813166,0,0,0,80,6561.4,937.342857142857,959.14,896.63,7.0,896.63,0.09859154929577464,31204.17,221.30617021276595,591.81,141.0,79.0,0.5602836879432624,45.0,13.0,34.0,7.0,15.0,4.0,11.0,6.0,6.0,37.0,104.0
10928,0,0,0,0,721.2473980153147,2238.78307702766,115.05307702766092,0.27541975308641975,0.746,0.038,0.2333895513166823,0.2333895513166823,0,0,0,80,8517.53,851.753,2205.39,26.39,10.0,112.07,0.1388888888888889,8139.9400000000005,119.70500000000001,289.45,68.0,28.0,0.4117647058823529,20.0,7.0,9.0,4.0,5.0,4.0,4.0,12.0,3.0,68.0,0.0
10930,0,0,0,0,1429.1940175040224,1991.647474294148,1991.647474294148,0.7190123456790124,0.996,0.996,0.1764587405106748,0.1764587405106748,19,1,1,80,711.22,711.22,711.22,711.22,1.0,711.22,1.0,2945.96,33.100674157303374,107.45,89.0,42.0,0.47191011235955055,58.0,8.0,1.0,9.0,5.0,0.0,6.0,1.0,1.0,69.0,20.0
10931,0,0,0,0,603.6922966298512,1162.042049716271,1162.042049716271,0.12379012345679014,0.232,0.232,0.1931646156007643,0.1931646156007643,0,0,0,80,1240.1599999999999,413.3866666666666,525.41,243.69,3.0,471.06,0.1,1987.64,24.8455,107.45,80.0,39.0,0.4875,57.0,4.0,2.0,7.0,3.0,0.0,2.0,4.0,1.0,80.0,0.0
10932,0,0,0,0,2259.6716359800644,4981.29645079488,5.636450794877021,0.24709876543209877,0.52,0.038,0.1674904015689774,0.1674904015689774,0,0,0,80,16721.010000000002,2388.7157142857145,5120.31,229.61,7.0,5120.31,0.11864406779661017,16414.78,210.44589743589742,591.81,78.0,31.0,0.3974358974358974,23.0,8.0,20.0,1.0,8.0,5.0,7.0,2.0,4.0,78.0,0.0
10933,0,0,0,0,1185.0215288074683,3347.964244856851,27.53424485685096,0.12817283950617284,0.345,0.003,0.21292124639652363,0.2129212463965236,0,0,0,80,7838.76,1306.46,3397.37,77.7,6.0,106.58,0.10344827586206896,7415.14,97.56763157894737,289.45,76.0,44.0,0.5789473684210527,28.0,6.0,6.0,5.0,4.0,11.0,8.0,7.0,1.0,76.0,0.0
10935,0,0,0,0,1691.2858863685503,1979.751318467316,1645.2713184673153,0.8771111111111111,0.99,0.823,0.184189560665745,0.184189560665745,0,0,0,80,5079.34,846.5566666666667,921.09,592.32,6.0,913.53,0.11320754716981132,36851.729999999996,227.4798148148148,591.81,162.0,76.0,0.4691358024691358,40.0,17.0,45.0,14.0,17.0,9.0,7.0,6.0,7.0,33.0,129.0
10937,0,0,0,0,543.4582931089353,1523.104712862022,240.9247128620219,0.3309259259259259,0.877,0.12,0.1962958915603342,0.1962958915603342,0,0,0,80,9597.63,872.5118181818181,1728.67,100.49,11.0,1459.09,0.1527777777777778,9206.2,143.846875,289.45,64.0,29.0,0.453125,22.0,8.0,8.0,4.0,5.0,7.0,2.0,4.0,4.0,64.0,0.0
10938,0,0,0,0,379.07363679894627,982.7294392680818,49.34943926808177,0.41081481481481485,0.991,0.049,0.2119591296473554,0.2119591296473554,0,0,0,80,2572.74,514.548,976.58,28.24,5.0,976.58,0.07462686567164178,2153.4900000000002,26.5862962962963,107.45,81.0,43.0,0.5308641975308642,62.0,3.0,1.0,4.0,5.0,0.0,5.0,1.0,0.0,80.0,1.0
10941,0,0,0,0,1587.4158433222144,1941.4548556678935,528.604855667894,0.8176666666666667,0.971,0.264,0.1920621656400284,0.1920621656400284,2,1,0,80,3855.25,642.5416666666666,903.27,359.9,6.0,359.9,0.09523809523809523,14629.39,138.01311320754718,289.45,106.0,49.0,0.46226415094339623,32.0,14.0,7.0,10.0,7.0,14.0,6.0,13.0,3.0,27.0,79.0
